Hajj Company (Arabic),Hajj Company (English),formattedAddress,City,Country,email,Contact_Info,Rating Reviews,is_autorized,Google_Maps_Link,Link_Valid
«· „«”ﬂ ··ÕÃ Ê«·⁄„—…,AL-TMASOK,ÿ—Ìﬁ «·‘ÊÌ» - Free Zone - Sharjah - United Arab Emirates,Al Madam,United Arab Emirates,,+971 50 861 1525,5 (2 reviews),Yes,https://www.google.com/maps/search/?api=1&query=AL-TMASOK%2C%20%D8%B7%D8%B1%D9%8A%D9%82%20%D8%A7%D9%84%D8%B4%D9%88%D9%8A%D8%A8%20-%20Free%20Zone%20-%20Sharjah%20-%20United%20Arab%20Emirates,TRUE
«—„‰œÊ Ã«Ì…  Ê—,ARMINDO JAYA TUR,"Jl. Bandar Purus No.72, Ujung Gurun, Kec. Padang Bar., Kota Padang, Sumatera Barat 25116, Indonesia",Indonesia,Indonesia,,+62 852-8989-7272,4.6 (81 reviews),Yes,https://www.google.com/maps/search/?api=1&query=ARMINDO%20JAYA%20TUR%2C%20Jl.%20Bandar%20Purus%20No.72%2C%20Ujung%20Gurun%2C%20Kec.%20Padang%20Bar.%2C%20Kota%20Padang%2C%20Sumatera%20Barat%2025116%2C%20Indonesia,TRUE
‘Ì—«“ ··”›—,SHIRAZ TRAVEL,"88 Wilton Rd, Pimlico, London SW1V 1DN, UK",UK,United Kingdom,,+44 20 7963 0965,4.5 (238 reviews),Yes,https://www.google.com/maps/search/?api=1&query=SHIRAZ%20TRAVEL%2C%2088%20Wilton%20Rd%2C%20Pimlico%2C%20London%20SW1V%201DN%2C%20UK,TRUE
‰⁄„… «··Â,NIIMATOULLAHI,"7CF5+9G4° ‘«—⁄ ⁄»œ «··Â »‰ ‰«›⁄ °° Almantiqah Almarkaziyyah, At Taif 26522, Saudi Arabia",At Taif,Saudi Arabia,,+966 12 736 8660,5 (3 reviews),Yes,"https://www.google.com/maps/place/7CF5+9G4,+‘«—⁄+⁄»œ+«··Â+»‰+‰«›⁄+,,+Almantiqah+Almarkaziyyah,+At+Taif+26522,+Saudi+Arabia",TRUE
ﬁ”ÊÏ,QUASWA,"6604 Al Yamamah, As Salamah, Jeddah 23436, Saudi Arabia",Jeddah,Saudi Arabia,,+966 9200 20313,4.7 (598 reviews),Yes,https://www.google.com/maps/search/?api=1&query=QUASWA%2C%206604%20Al%20Yamamah%2C%20As%20Salamah%2C%20Jeddah%2023436%2C%20Saudi%20Arabia,TRUE
›Ì ”»Ì· «··Â,FI SABILLILAH,"‘⁄»«‰ ÂÌﬂ·° «·ÿ«·»Ì… «·ﬁ»·Ì…° ﬁ”„ «·⁄„—«‰Ì…°° X5VP+25Q, At Talbeyah Al Qebleyah, El Talbia, Giza Governorate 3536255, Egypt",Giza Governorate,Egypt,,,4.7 (23 reviews),Yes,"https://www.google.com/maps/place/‘⁄»«‰+ÂÌﬂ·,+«·ÿ«·»Ì…+«·ﬁ»·Ì…,+ﬁ”„+«·⁄„—«‰Ì…,,+X5VP+25Q,+At+Talbeyah+Al+Qebleyah,+El+Talbia,+Giza+Governorate+3536255,+Egypt",TRUE
‘—ﬂ… «·„‰«’Ì— «·ÃÊÌ…,AL MANASSIK AIR SERVICE,"Manaseer Group, King Abdallah Ben Al Hussein Ath Thani 302, Amman, Jordan",Amman,Jordan,,+962 6 565 0902,4.4 (188 reviews),Yes,https://www.google.com/maps/search/?api=1&query=AL%20MANASSIK%20AIR%20SERVICE%2C%20Manaseer%20Group%2C%20King%20Abdallah%20Ben%20Al%20Hussein%20Ath%20Thani%20302%2C%20Amman%2C%20Jordan,TRUE
”Ê„«  —«›·,SOUMA TRAVEL,"N∞ 16, RÈs. LAS TORRES DE MAJORELLE (ACIMA AV. YACOUB EL MANSOU, Marrakech 40000, Morocco",Marrakech,Morocco,,+212 5244-32143,4.2 (5 reviews),Yes,https://www.google.com/maps/search/?api=1&query=SOUMA%20TRAVEL%2C%20N%C2%B0%2016%2C%20R%C3%A9s.%20LAS%20TORRES%20DE%20MAJORELLE%20ACIMA%20AV.%20YACOUB%20EL%20MANSOU%2C%20Marrakech%2040000%2C%20Morocco,TRUE
Â»œ«  ≈ﬂ”»—Ì” ··”›—Ì«  «·„ÕœÊœ…,Habdat Xpress Travels Ltd,"94 Shehab St° Mit Akaba, Agouza, Giza Governorate 3752641, Egypt",Giza Governorate,Egypt,,+20 2 33033371,4.1 (78 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Habdat%20Xpress%20Travels%20Ltd%2C%2094%20Shehab%20St%2C%20Mit%20Akaba%2C%20Agouza%2C%20Giza%20Governorate%203752641%2C%20Egypt,TRUE
√Ê«”Ì”  —«›·“ √‰œ  Ê—” «·„ÕœÊœ…,Oasis Travels and Tours Ltd,"114 Madeira Ave, Coral Gables, FL 33134, USA",Coral Gables,United States,,+1 305-446-7779,4.5 (10 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Oasis%20Travels%20and%20Tours%20Ltd%2C%20114%20Madeira%20Ave%2C%20Coral%20Gables%2C%20FL%2033134%2C%20USA,TRUE
√”—…,Family Travelling Agency,"Uthman Ibn Affan Rd, ÕÌ «·‰Â÷…° Buraydah 51471, Saudi Arabia",Buraydah,Saudi Arabia,,+966 9200 12020,4.7 (784 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Family%20Travelling%20Agency%2C%20Uthman%20Ibn%20Affan%20Rd%2C%20%D8%AD%D9%8A%20%D8%A7%D9%84%D9%86%D9%87%D8%B6%D8%A9%2C%20Buraydah%2051471%2C%20Saudi%20Arabia,TRUE
«·≈Œ·«’,Al - Iklas Travelling and Tours,"1st Floor, Katbava Sahib Masjid, Police Station, : 100/101, Bharathi Salai, opp. : D4, Zam Bazaar, Bharathi Salai, Royapettah, Chennai, Tamil Nadu 600014, India",Chennai,India,,+91 98400 26925,4.6 (35 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Al%20-%20Iklas%20Travelling%20and%20Tours%2C%201st%20Floor%2C%20Katbava%20Sahib%20Masjid%2C%20Police%20Station%2C%20%3A%20100/101%2C%20Bharathi%20Salai%2C%20opp.%20%3A%20D4%2C%20Zam%20Bazaar%2C%20Bharathi%20Salai%2C%20Royapettah%2C%20Chennai%2C%20Tamil%20Nadu%20600014%2C%20India,TRUE
«Ì— Ê«‰  —«›· ÂÊ‰€ ﬂÊ‰€ «·„ÕœÊœ…,AIR WAN TRAVEL HONG KONG LIMITED,"Hong Kong, ??????36-44?????1?77?",??????36-44?????1?77?,Hong Kong,,+852 2696 2770,,Yes,https://www.google.com/maps/search/?api=1&query=AIR%20WAN%20TRAVEL%20HONG%20KONG%20LIMITED%2C%20Hong%20Kong%2C%20%E5%B0%96%E6%B2%99%E5%92%80%E5%BD%8C%E6%95%A6%E9%81%9336-44%E8%99%9F%E9%87%8D%E6%85%B6%E5%A4%A7%E5%BB%881%E6%A8%9377%E5%AE%A4,TRUE
”«›—Ì‰ ··”›—Ì«  Ê«·”Ì«Õ… «·„ÕœÊœ…,Safreen Travels and Tours Ltd,"‘«—⁄ «·«”ﬂ«‰° Karbala', Karbala Governorate, 56001, Iraq",Karbala',Iraq,,+964 780 000 7077,3.8 (152 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Safreen%20Travels%20and%20Tours%20Ltd%2C%20%D8%B4%D8%A7%D8%B1%D8%B9%20%D8%A7%D9%84%D8%A7%D8%B3%D9%83%D8%A7%D9%86%2C%20Karbala%27%2C%20Karbala%20Governorate%2C%2056001%2C%20Iraq,TRUE
›—œÌ „Ã·” ‰Ê«» «·ﬂ—«„…,Individual Parliament,"House of Representatives, King Al Hussein St 209, Amman, Jordan",Amman,Jordan,,+962 6 563 5100,3.6 (116 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Individual%20Parliament%2C%20House%20of%20Representatives%2C%20King%20Al%20Hussein%20St%20209%2C%20Amman%2C%20Jordan,TRUE
«Ì”  ÊÌ”  ··”Ì«Õ…,east west,"25 Omar Ibn El-Khattab, El-Bostan, Heliopolis, Cairo Governorate 4460361, Egypt",Cairo Governorate,Egypt,,,4.6 (29 reviews),Yes,https://www.google.com/maps/search/?api=1&query=east%20west%2C%2025%20Omar%20Ibn%20El-Khattab%2C%20El-Bostan%2C%20Heliopolis%2C%20Cairo%20Governorate%204460361%2C%20Egypt,TRUE
Ê“«—… «·‰ﬁ·,ministry of transportation,"9349 Ê«œÌ «·ÕÌ«Â «·„—ÊÃ «·—Ì«÷ 12264° 2358, Al Muruj, Riyadh 2358, Saudi Arabia",Riyadh,Saudi Arabia,,+966 11 874 4444,4.2 (263 reviews),Yes,https://www.google.com/maps/search/?api=1&query=ministry%20of%20transportation%2C%209349%20%D9%88%D8%A7%D8%AF%D9%8A%20%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D9%87%20%D8%A7%D9%84%D9%85%D8%B1%D9%88%D8%AC%20%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6%2012264%2C%202358%2C%20Al%20Muruj%2C%20Riyadh%202358%2C%20Saudi%20Arabia,TRUE
€«— «·Õ—«¡,GHAROUL HIRA,"Ã»· «·‰Ê— 4686° Jabal An Nur, Makkah 24238, Saudi Arabia",Makkah,Saudi Arabia,,,4.8 (6232 reviews),Yes,https://www.google.com/maps/search/?api=1&query=GHAROUL%20HIRA%2C%20%D8%AC%D8%A8%D9%84%20%D8%A7%D9%84%D9%86%D9%88%D8%B1%204686%2C%20Jabal%20An%20Nur%2C%20Makkah%2024238%2C%20Saudi%20Arabia,TRUE
Â«„»«·Ì «·”›—,HAMBALI VOYAGE,"BP:10249/Niamey, Niamey, Niamey, Niger",Niamey,Niger,,+227 20 33 05 98,5 (7 reviews),Yes,https://www.google.com/maps/search/?api=1&query=HAMBALI%20VOYAGE%2C%20BP%3A10249/Niamey%2C%20Niamey%2C%20Niamey%2C%20Niger,TRUE
Ê«›ﬂÌ,WAFAKEYE,"45-19 48th Ave, Woodside, NY 11377, USA",USA,United States,,+1 646-520-9507,4.6 (8 reviews),Yes,https://www.google.com/maps/search/?api=1&query=WAFAKEYE%2C%2045-19%2048th%20Ave%2C%20Woodside%2C%20NY%2011377%2C%20USA,TRUE
›Ê·«‰ “«„,FOULABZAM,"1049 Glenmore Ave, Brooklyn, NY 11208, USA",USA,United States,,+1 917-540-7944,4.9 (72 reviews),Yes,https://www.google.com/maps/search/?api=1&query=FOULABZAM%2C%201049%20Glenmore%20Ave%2C%20Brooklyn%2C%20NY%2011208%2C%20USA,TRUE
„Â«Ã—Ì‰  Ê— Ê  —«›· ‰ÌÊÃÌ—”Ì «·„ÕœÊœ…,MAHAJERIN TOUR & TRAVEL OF NEW JERSEY LTD,"17 Silzer Ave, Iselin, NJ 08830, USA",Woodbridge Township,United States,,+1 877-394-3377,4.9 (54 reviews),Yes,https://www.google.com/maps/search/?api=1&query=MAHAJERIN%20TOUR%20%26%20TRAVEL%20OF%20NEW%20JERSEY%20LTD%2C%2017%20Silzer%20Ave%2C%20Iselin%2C%20NJ%2008830%2C%20USA,TRUE
”ﬂÌ‰…  — Ê  —›·,SAKINAH TOUR & TRAVEL,"3672+WC4, Dr Hegazy, Mit Akaba, Agouza, Giza Governorate 3754641, Egypt",Giza Governorate,Egypt,,+20 10 05688882,4.5 (8 reviews),Yes,"https://www.google.com/maps/place/3672+WC4,+Dr+Hegazy,+Mit+Akaba,+Agouza,+Giza+Governorate+3754641,+Egypt",TRUE
”⁄ÊœÌ ›ÿ—Ì… Ê” …,SAUDI PATRIA WISATA,"Ruko Ambasador, Jl. RS Faisal 18 No.Raya No. 01, Banta-Bantaeng, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222, Indonesia",Indonesia,Indonesia,,+62 411 878304,4.7 (38 reviews),Yes,https://www.google.com/maps/search/?api=1&query=SAUDI%20PATRIA%20WISATA%2C%20Ruko%20Ambasador%2C%20Jl.%20RS%20Faisal%2018%20No.Raya%20No.%2001%2C%20Banta-Bantaeng%2C%20Kec.%20Rappocini%2C%20Kota%20Makassar%2C%20Sulawesi%20Selatan%2090222%2C%20Indonesia,TRUE
œ«—„Ê‰  Ê—,DARMAWAN TOUR,"Razavi Khorasan Province, Mashhad, »·Ê«— ’«—„?) Å·«ò 16/1° Hashemiyeh Blvd, No. 25, Iran",Mashhad,Iran,,+98 51 3760 0013,5 (2 reviews),Yes,https://www.google.com/maps/search/?api=1&query=DARMAWAN%20TOUR%2C%20Razavi%20Khorasan%20Province%2C%20Mashhad%2C%20%D8%A8%D9%84%D9%88%D8%A7%D8%B1%20%D8%B5%D8%A7%D8%B1%D9%85%DB%8C%20%D9%BE%D9%84%D8%A7%DA%A9%2016/1%2C%20Hashemiyeh%20Blvd%2C%20No.%2025%2C%20Iran,TRUE
€—œ« √—Ê‰Ã Ê” …,Garuda Arung Wisata,"”Ì Ì ”‰ — „Ê·, Irbid 21110, Jordan",Irbid,Jordan,,+962 7 7689 9948,4.2 (412 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Garuda%20Arung%20Wisata%2C%20%D8%B3%D9%8A%D8%AA%D9%8A%20%D8%B3%D9%86%D8%AA%D8%B1%20%D9%85%D9%88%D9%84%2C%20Irbid%2021110%2C%20Jordan,TRUE
„‰Ã„Ì‰ ﬁ·»  ÊÕœ,Manajemen Qolbu Tauhid,"Gedung Daarut Tarbiyah, Jl. Gegerkalong Girang No.30 Lantai 1, Isola, Kec. Sukasari, Kota Bandung, Jawa Barat 40154, Indonesia",Indonesia,Indonesia,,,,Yes,https://www.google.com/maps/search/?api=1&query=Manajemen%20Qolbu%20Tauhid%2C%20Gedung%20Daarut%20Tarbiyah%2C%20Jl.%20Gegerkalong%20Girang%20No.30%20Lantai%201%2C%20Isola%2C%20Kec.%20Sukasari%2C%20Kota%20Bandung%2C%20Jawa%20Barat%2040154%2C%20Indonesia,TRUE
Ê“«—… «·«‰ «Ã «·Õ—»Ï Ê «·ÃÂ«“ «·„—ﬂ“Ï ··„Õ«”»«  Ê« Õ«œ «· ⁄«Ê‰ «·“—«⁄Ï,Ministry of Military Labor and Central Auditing Organization and Agricultural Cooperation Union,"‘«—⁄ «”„«⁄Ì· «»«Ÿ…° 26PQ+P35, Lazoughly Square, Al Inshaa WA Al Munirah, El Sayeda Zeinab, Cairo Governorate 4262121, Egypt",Cairo Governorate,Egypt,,+20 2 27921589,4.1 (69 reviews),Yes,"https://www.google.com/maps/place/‘«—⁄+«”„«⁄Ì·+«»«Ÿ…,+26PQ+P35,+Lazoughly+Square,+Al+Inshaa+WA+Al+Munirah,+El+Sayeda+Zeinab,+Cairo+Governorate+4262121,+Egypt",TRUE
Êﬂ·… «· ·»Ì… ··ÕÃ Ê·⁄„—… Ê«·”›—»«  «·„ÕœÊœ…,TALBIYA HAJJUMRA AND TRAVEL AGENT LIMITED,"25, «·—„À«°° Ar-Ramtha, Jordan",Ar-Ramtha,Jordan,,+962 7 9989 4545,3.6 (16 reviews),Yes,https://www.google.com/maps/search/?api=1&query=TALBIYA%20HAJJUMRA%20AND%20TRAVEL%20AGENT%20LIMITED%2C%2025%2C%20%D8%A7%D9%84%D8%B1%D9%85%D8%AB%D8%A7%2C%2C%20Ar-Ramtha%2C%20Jordan,TRUE
œ‰Ì«  —«›·,DOUNIA TRAVEL,"RF22+39V District 1, Tehran, Tehran Province, Iran",Tehran,Iran,,,4.1 (7 reviews),Yes,"https://www.google.com/maps/place/RF22+39V+District+1,+Tehran,+Tehran+Province,+Iran",TRUE
„ƒ””… «· Ê›Ìﬁ ÕÃ Ê⁄„—… Ê«·“Ì«—…  ‰“«‰Ì«,TAWFIQ HAJJ AND UMRAH  AGENCY,"Zanzibar, Tanzania",Zanzibar,Tanzania,,,,Yes,https://www.google.com/maps/search/?api=1&query=TAWFIQ%20HAJJ%20AND%20UMRAH%20%20AGENCY%2C%20Zanzibar%2C%20Tanzania,TRUE
Ê“«—… «·«” À„«— Ê«· ⁄«Ê‰ «·œÊ·Ï,Ministry of Investment and International Cooperation,"New Administrative Capital, Unnamed Road, «·ŸÂÌ— «·’Õ—«ÊÏ ·„Õ«›Ÿ… «·° „Õ«›Ÿ… «·ﬁ«Â—… 4851435, Egypt",«·ŸÂÌ— «·’Õ—«ÊÏ ·„Õ«›Ÿ… «·,Egypt,,+20 2 20544100,4.4 (28 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Ministry%20of%20Investment%20and%20International%20Cooperation%2C%20New%20Administrative%20Capital%2C%20Unnamed%20Road%2C%20%D8%A7%D9%84%D8%B8%D9%87%D9%8A%D8%B1%20%D8%A7%D9%84%D8%B5%D8%AD%D8%B1%D8%A7%D9%88%D9%89%20%D9%84%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9%20%D8%A7%D9%84%2C%20%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9%20%D8%A7%D9%84%D9%82%D8%A7%D9%87%D8%B1%D8%A9%204851435%2C%20Egypt,TRUE
Êﬂ·… «·‰Ê— ··ÕÃ Ê«·”›— «·ÕœÊœ…,AL NOOR HAJJ AND TRAVEL AGENCY LTD,"«·≈„«„ „Õ„œ »‰ ”⁄Êœ° Umm Salim, Riyadh 12744, Saudi Arabia",Riyadh,Saudi Arabia,,+966 53 045 1122,3.3 (50 reviews),Yes,https://www.google.com/maps/search/?api=1&query=AL%20NOOR%20HAJJ%20AND%20TRAVEL%20AGENCY%20LTD%2C%20%D8%A7%D9%84%D8%A5%D9%85%D8%A7%D9%85%20%D9%85%D8%AD%D9%85%D8%AF%20%D8%A8%D9%86%20%D8%B3%D8%B9%D9%88%D8%AF%2C%20Umm%20Salim%2C%20Riyadh%2012744%2C%20Saudi%20Arabia,TRUE
«·‘›Ï «·„Ã„⁄… «·ÕÃ,SHIFAA HAJJ GROUP LIMITED,"1 W 34th St., New York, NY 10001, USA",New York,United States,,+1 212-967-9797,4.9 (172 reviews),Yes,https://www.google.com/maps/search/?api=1&query=SHIFAA%20HAJJ%20GROUP%20LIMITED%2C%201%20W%2034th%20St.%2C%20New%20York%2C%20NY%2010001%2C%20USA,TRUE
»«» «·› Õ,Bab Al Fateh,"CRFG+JJ2, Alsouq Alsagheer Tunnel, Al Haram, Makkah 24231, Saudi Arabia",Makkah,Saudi Arabia,,,4.8 (330 reviews),Yes,"https://www.google.com/maps/place/CRFG+JJ2,+Alsouq+Alsagheer+Tunnel,+Al+Haram,+Makkah+24231,+Saudi+Arabia",TRUE
”Ê—”Ì,Soreci,"PENTA SQUARE, Corporate office #5, Sector C Phase 5 D.H.A, Lahore, 54792, Pakistan",Lahore,Pakistan,,+92 321 4051313,4.5 (236 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Soreci%2C%20PENTA%20SQUARE%2C%20Corporate%20office%20%235%2C%20Sector%20C%20Phase%205%20D.H.A%2C%20Lahore%2C%2054792%2C%20Pakistan,TRUE
»‰⁄„«‰,Beneaman,"507 68th St, Brooklyn, NY 11220, USA",USA,United States,,+1 718-491-5566,4.9 (288 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Beneaman%2C%20507%2068th%20St%2C%20Brooklyn%2C%20NY%2011220%2C%20USA,TRUE
«·Õ„œ Â‹ » ”,HPS,"1000 N Water St, Milwaukee, WI 53202, USA",Milwaukee,United States,,+1 888-477-7968,3.5 (72 reviews),Yes,https://www.google.com/maps/search/?api=1&query=HPS%2C%201000%20N%20Water%20St%2C%20Milwaukee%2C%20WI%2053202%2C%20USA,TRUE
«·ﬂ⁄»…,Alkaba,"Al Haram, Makkah 24236, Saudi Arabia",Makkah,Saudi Arabia,,,4.9 (155030 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Alkaba%2C%20Al%20Haram%2C%20Makkah%2024236%2C%20Saudi%20Arabia,TRUE
¬›Ê Ê— ··”›—Ì« ,Avotour Voyages,"‘«—⁄ ’›— - √„«„ „” ‘›Ï «”—«¡ «· Œ’’Ì ’‰⁄«¡° «·„œÌ‰…, Yemen",«·„œÌ‰…,Yemen,,+967 784 721 682,5 (11 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Avotour%20Voyages%2C%20%D8%B4%D8%A7%D8%B1%D8%B9%20%D8%B5%D9%81%D8%B1%20-%20%D8%A3%D9%85%D8%A7%D9%85%20%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89%20%D8%A7%D8%B3%D8%B1%D8%A7%D8%A1%20%D8%A7%D9%84%D8%AA%D8%AE%D8%B5%D8%B5%D9%8A%20%D8%B5%D9%86%D8%B9%D8%A7%D8%A1%2C%20%D8%A7%D9%84%D9%85%D8%AF%D9%8A%D9%86%D8%A9%2C%20Yemen,TRUE
«·„⁄—«Ã,Al Miraaj,"11-29 Wordsworth Rd, Birmingham B10 0ED, UK",UK,United Kingdom,,+44 121 773 8090,4.3 (1010 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Al%20Miraaj%2C%2011-29%20Wordsworth%20Rd%2C%20Birmingham%20B10%200ED%2C%20UK,TRUE
«·ÃÂ«“ «·„—ﬂ“Ï ··„Õ«”»« ,Central Auditing Organization,"38H7+3Q8, Salah Salem St, Ash Sharekat, Nasr City, Cairo Governorate 4451044, Egypt",Cairo Governorate,Egypt,,+20 2 24018310,4.5 (141 reviews),Yes,"https://www.google.com/maps/place/38H7+3Q8,+Salah+Salem+St,+Ash+Sharekat,+Nasr+City,+Cairo+Governorate+4451044,+Egypt",TRUE
Ê“«—… «·“—«⁄Â Ê‰«œÏ ﬁ÷«… „’—,Ministry of Agriculture and Judges Club of Egypt,"Champollion Rd, Marouf, Qasr El Nil, Cairo Governorate 4272150, Egypt",Cairo Governorate,Egypt,,+20 2 29860442,4.6 (784 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Ministry%20of%20Agriculture%20and%20Judges%20Club%20of%20Egypt%2C%20Champollion%20Rd%2C%20Marouf%2C%20Qasr%20El%20Nil%2C%20Cairo%20Governorate%204272150%2C%20Egypt,TRUE
√–«‰  —«›· «»”,AZAAN TRAVEL  APS,"Kapelstraat 9B, 1404 HT Bussum, Netherlands",Bussum,Netherlands,,+31 85 401 8272,5 (53 reviews),Yes,https://www.google.com/maps/search/?api=1&query=AZAAN%20TRAVEL%20%20APS%2C%20Kapelstraat%209B%2C%201404%20HT%20Bussum%2C%20Netherlands,TRUE
ŒÌ—… ”·«„ ›ÊÌ«Ã,KAHIRAT SALAM VOYAGES,"#21, 5160 Explorer Dr, Mississauga, ON L4W 4T7, Canada",Mississauga,Canada,,+1 905-212-9990,4.2 (123 reviews),Yes,https://www.google.com/maps/search/?api=1&query=KAHIRAT%20SALAM%20VOYAGES%2C%20%2321%2C%205160%20Explorer%20Dr%2C%20Mississauga%2C%20ON%20L4W%204T7%2C%20Canada,TRUE
√—ﬂ‰ ”Ì‰· ›Ê»«Ã «Ì ·ÊÃÌ” ﬂ,ARC-EN-CIEL VOYAGES ET LOGISTIQUES,"4350 Bd des Forges, Trois-RiviËres, QC G8Y 1W4, Canada",Trois-RiviËres,Canada,,+1 819-373-4411,4.6 (138 reviews),Yes,https://www.google.com/maps/search/?api=1&query=ARC-EN-CIEL%20VOYAGES%20ET%20LOGISTIQUES%2C%204350%20Bd%20des%20Forges%2C%20Trois-Rivi%C3%A8res%2C%20QC%20G8Y%201W4%2C%20Canada,TRUE
«·”·«„… ··”›—Ì« ,Esselama voyages,"„ﬁ«»· «·»‰ﬂ «·Ì„‰Ì ··≈‰‘«¡ Ê«· ⁄„Ì—° ‘«—⁄ Ã„«· ⁄»œ «·‰«’—° Taizz, Yemen",Taizz,Yemen,,+967 774 222 766,4.9 (80 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Esselama%20voyages%2C%20%D9%85%D9%82%D8%A7%D8%A8%D9%84%20%D8%A7%D9%84%D8%A8%D9%86%D9%83%20%D8%A7%D9%84%D9%8A%D9%85%D9%86%D9%8A%20%D9%84%D9%84%D8%A5%D9%86%D8%B4%D8%A7%D8%A1%20%D9%88%D8%A7%D9%84%D8%AA%D8%B9%D9%85%D9%8A%D8%B1%2C%20%D8%B4%D8%A7%D8%B1%D8%B9%20%D8%AC%D9%85%D8%A7%D9%84%20%D8%B9%D8%A8%D8%AF%20%D8%A7%D9%84%D9%86%D8%A7%D8%B5%D8%B1%2C%20Taizz%2C%20Yemen,TRUE
√”›—» „ » √”›«— Ê”Ì«Õ…,ASFRAB - MB VOYAGES TOURISME,"Rellinghauser Str. 10, 45128 Essen, Germany",Essen,Germany,,+49 172 8039710,4.7 (127 reviews),Yes,https://www.google.com/maps/search/?api=1&query=ASFRAB%20-%20MB%20VOYAGES%20TOURISME%2C%20Rellinghauser%20Str.%2010%2C%2045128%20Essen%2C%20Germany,TRUE
»·Ì€ ··”Ì«Õ…,baligh tours,"? Õ”Ì‰ »«‘« «·„⁄„«—Ï „‰ „Õ„Êœ »”ÌÊ‰Ï° Talaat Harb, Marouf, Qasr El Nil, Cairo Governorate 11956, Egypt",Cairo Governorate,Egypt,,+20 10 65634553,5 (2 reviews),Yes,https://www.google.com/maps/search/?api=1&query=baligh%20tours%2C%20%D9%A4%20%D8%AD%D8%B3%D9%8A%D9%86%20%D8%A8%D8%A7%D8%B4%D8%A7%20%D8%A7%D9%84%D9%85%D8%B9%D9%85%D8%A7%D8%B1%D9%89%20%D9%85%D9%86%20%D9%85%D8%AD%D9%85%D9%88%D8%AF%20%D8%A8%D8%B3%D9%8A%D9%88%D9%86%D9%89%2C%20Talaat%20Harb%2C%20Marouf%2C%20Qasr%20El%20Nil%2C%20Cairo%20Governorate%2011956%2C%20Egypt,TRUE
—Ì·«ﬂ”,Relax Tours,"8668+MW, Al Yarmouk, Al Khobar 34423, Saudi Arabia",Al Khobar,Saudi Arabia,,+966 50 665 1110,4.3 (571 reviews),Yes,"https://www.google.com/maps/place/8668+MW,+Al+Yarmouk,+Al+Khobar+34423,+Saudi+Arabia",TRUE
ﬂ«—Ê«‰ ÷Ì«¡ ‰Ê—Ì «·Œ«’… «·„ÕœÊœ…,KARWAN-E-ZIA NOORI PVT LTD,"6B Al-Jaffar Square, Near Jama Masjid Kanzul Iman Gurumandir, Chandni Chowk Chandni Chowk (New Town), Karachi, 74400, Pakistan",Karachi,Pakistan,,+92 21 34858201,1 (1 reviews),Yes,https://www.google.com/maps/search/?api=1&query=KARWAN-E-ZIA%20NOORI%20PVT%20LTD%2C%206B%20Al-Jaffar%20Square%2C%20Near%20Jama%20Masjid%20Kanzul%20Iman%20Gurumandir%2C%20Chandni%20Chowk%20Chandni%20Chowk%20New%20Town%2C%20Karachi%2C%2074400%2C%20Pakistan,TRUE
”Ì·«‰Ì ··”›— Ê«·”Ì«Õ… «·Œ«’… «·„ÕœÊ…,SAILANI TRAVELS & TOURS PVT LTD,"Jordan Street, Baghdad, Baghdad Governorate, Iraq",Baghdad,Iraq,,+964 790 660 8276,3.7 (38 reviews),Yes,https://www.google.com/maps/search/?api=1&query=SAILANI%20TRAVELS%20%26%20TOURS%20PVT%20LTD%2C%20Jordan%20Street%2C%20Baghdad%2C%20Baghdad%20Governorate%2C%20Iraq,TRUE
